Drug_Name,Reason,Description
Revize Micro 0.04% Gel 20gmRevize Micro 0.025% Gel 20gm,Acne,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Saferet 10mg Capsule 10'SSaferet 5mg Tablet 30'SSaferet 5mg Capsule 10'SSaferet 20mg Capsule 10'SSaferet 20mg Tablet 30'SSaferet 10mg Tablet 30'S,Acne,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Salalin Lotion 15ml,Acne,the most severe form of acne (nodular acne)
Saliac Bar 75gm,Acne,the most severe form of acne (nodular acne)
Salicylix SF 12% Cream 30gmSalicylix SF 6% Cream 30gm,Acne,the most severe form of acne (nodular acne)
Salisia KT Soap 75gmSALISIA 30gm Tablet 15's,Acne,acne vulgaris
Salix 12 Cream 40gm,Acne,acne vulgaris
Saslic Capsule 10'S,Acne,mild moderate acne(spots)
Screene Ultra Lotion 100ml,Acne,treatment of dry scaly skin disorders of the scalp
Sebonac 1% Gel(Topical) 15gm,Acne,combined with anti-acne actives of both natural and synthetic origin
Senseal KF Gel 100gm,Acne,treatment of dry scaly skin disorders of the scalp
Shadowz Gel 100ml,Acne,Mild moderate acne (spots)
Shaloxy FW 2% Solution 50ml,Acne,A RET 0.025% is a prescription medicine that is reduce fine wrinkles
Skin Fair Cream 15gm,Acne,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Skinbless Cream 20gm,Acne,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Skinelle Capsule 20'S,Acne,the most severe form of acne (nodular acne)
Skinlite Ever Nano Gel 20gm,Acne,the most severe form of acne (nodular acne)
Skinshine Soap 75gm,Acne,the most severe form of acne (nodular acne)
SLC 2% Facewash 50gm,Acne,acne vulgaris
Soapex Classic Soap 75gm,Acne,acne vulgaris
Sotret 10mg Capsule 10'SSotret Gel 30gmSotret 40mg Capsule 10'SSotret 20mg Capsule 10'SSotret 30mg Capsule 10'SSotret Soap 75gmSotret 5mg Capsule 10'SSotret 0.05% Gel 15gm,Acne,mild moderate acne(spots)
Spectraban Lotion 100mlSpectraban Lotion 60ml,Acne,treatment of dry scaly skin disorders of the scalp
Sucral MU Ointment 5gm,Acne,combined with anti-acne actives of both natural and synthetic origin
Suncros Gel 50gm,Acne,"Â gives smooth, soft, supple and fresh feeling the skin"
Sunprotect 50mg Lotion 60ml,Acne,"It helps reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple."
Sunstop 30 Cream 50gm,Acne,treatment of dry scaly skin disorders of the scalp
Supatret 0.04% Aqueous Gel 20gmSupatret 0.10% Gel 20gm,Acne,Mild moderate acne (spots)
Supatret C M Gel 15gmSupatret C Aqueous Gel 15gm,Acne,A RET 0.025% is a prescription medicine that is reduce fine wrinkles
Super Glow Cream 15gm,Acne,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Sysret 20mg Capsule 10'S,Acne,"It is acne vulgaris in people 12 yZinderm Iso 10mg Capsule 10'SZinderm Iso 20mg Capsule 10'S ,Acne , the most severe form of acne (nodular acne) ZIT 20mg Capsule 10'sZIT 10mg Capsule 10's ,Acne , acne vulgaris Zitblow 20mg Capsule 10'SZitblow 10mg Capsule 10'S ,Acne , acne vulgaris Zitclin Foam Wash Gel 100ml ,Acne , mild moderate acne(spots) Zyclin Nano Gel 15gm ,Acne ,treatment of dry scaly skin disorders of the scalp Addnok Tablet 20'S ,Adhd ,combined with anti-acne actives of both natural and synthetic origin Armod 150mg Tablet 10'SArmod 50mg Tablet 10'S ,Adhd ,treatment of dry scaly skin disorders of the scalp Atokem 25mg Tablet 10'SAtokem 10mg Tablet 10'SAtokem 18mg Tablet 10'S ,Adhd ,Mild moderate acne (spots) Atrest 12.5mg Tablet 10'SAtrest 25mg Tablet 10'S ,Adhd ,A RET 0.025% is a prescription medicine that is reduce fine wrinkles Attentin 10mg Capsule 10'SAttentin 18mg Capsule 10'SAttentin 25mg Capsule 10'S ,Adhd ,It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads","white heads and pimple"""
Attentrol 10mg Capsule 10'SAttentrol 25mg Capsule 10'SAttentrol 40 mg Capsule 10'SAttentrol 18mg Capsule 10'S,Adhd,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Attera 10mg Tablet 10'SAttera 18mg Tablet 10'SAttera 40mg Tablet 10'SAttera 25mg Tablet 10'S,Adhd,the most severe form of acne (nodular acne)
Axepta 18mg Tablet 10'SAxepta 60mg Tablet 10'SAxepta 40mg Tablet 10'SAxepta 25mg Tablet 10'SAxepta 10mg Tablet 10'S,Adhd,the most severe form of acne (nodular acne)
Capnea Injection 1ml,Adhd,the most severe form of acne (nodular acne)
Modafil MD 100mg Tablet 10'SModafil MD 200mg Tablet 10'S,Adhd,acne vulgaris
Modalert 200mg Tablet 10'SModalert 100mg Tablet 10'S,Adhd,acne vulgaris
Modapro 100mg Tablet 10'SModapro 200mg Tablet 10'S,Adhd,mild moderate acne(spots)
Modatec 100mg Tablet 10'SModatec 200mg Tablet 10'S,Adhd,treatment of dry scaly skin disorders of the scalp
Provake 100mg Tablet 10'SProvake 200mg Tablet 10'S,Adhd,combined with anti-acne actives of both natural and synthetic origin
Tomoxetin 18mg Capsule 10'S,Adhd,treatment of dry scaly skin disorders of the scalp
Vitibex Lip Gel 20gm,Adhd,Mild moderate acne (spots)
Waklert 150mg Tablet 5'SWaklert 150mg Tablet 10'SWaklert 250mg Tablet 5'SWaklert 50mg Tablet 10'SWaklert 100mg Tablet 10,Adhd,A RET 0.025% is a prescription medicine that is reduce fine wrinkles
1 AL Plus Capsule 10'S1 AL 10mg Tablet 15'S1 AL 5mg Tablet 10'S1 AL Max Tablet 10'S1 AL Syrup 30ml,Allergies,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
1 AL M 10/5mg Tablet 10'S,Allergies,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
ABICET M Tablet 10's,Allergies,the most severe form of acne (nodular acne)
Acolate M Kid Syrup 60ml,Allergies,the most severe form of acne (nodular acne)
Adril Lotion 100ml,Allergies,the most severe form of acne (nodular acne)
Afineday Tablet 10'S,Allergies,acne vulgaris
AIR 180mg Tablet 10'sAIR 120mg Tablet 10's,Allergies,acne vulgaris
Airitis 5mg Tablet 10'SAiritis Syrup 30ml,Allergies,mild moderate acne(spots)
Airkast L Tablet 10'S,Allergies,treatment of dry scaly skin disorders of the scalp
Airlung Tablet 10'S,Allergies,combined with anti-acne actives of both natural and synthetic origin
Airlung FX 10/120mg Tablet 10'S,Allergies,"Â gives smooth, soft, supple and fresh feeling the skin"
Airtek 10/5mg Tablet 10'S,Allergies,"It helps reduce swelling. It can help reduce tenderness and pain when applied on a red, swollen pimple."
Akair LC 10/5mg Tablet 10'S,Allergies,treatment of dry scaly skin disorders of the scalp
Akuminic Syrup 60ml,Allergies,Mild moderate acne (spots)
Alaspan 10mg Tablet 10'S,Allergies,A RET 0.025% is a prescription medicine that is reduce fine wrinkles
Alaspan AM Tablet 10'S,Allergies,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Alaspan Oral Solution 60ml,Allergies,"It is acne vulgaris in people 12 years of age and older. Acne vulgaris is a condition in which the skin has blackheads, white heads and pimple"
Alastin 10mg Tablet 10'S,Allergies,the most severe form of acne (nodular acne)
Alcarex Eye Drops,Allergies,the most severe form of acne (nodular acne)
Alcet 5mg Tablet 10'S,Allergies,the most severe form of acne (nodular acne)
Alcon Plus Tablet 10'S,Allergies,acne vulgaris
Alday Duo 4/2.5mg Syrup 60ml,Allergies,acne vulgaris
ALDEX SR 6mg Tablet 10's,Allergies,mild moderate acne(spots)
Aldine 5mg Tablet 10'S,Allergies,treatment of dry scaly skin disorders of the scalp
Alecloz 180mg Tablet 10'SAlecloz 120mg Tablet 10'S,Allergies,combined with anti-acne actives of both natural and synthetic origin
Alenix 5mg Tablet 10'SAlenix 10mg Tablet 10'S,Allergies,Good for Allergic skin
Alerdain M Tablet 10'S,Allergies,Itching can be soothen
Alerdain M Kid Tablet 10'S,Allergies,relief from itching
Alerfex 120mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Alerfix 5mg Tablet 10'S,Allergies,skin care for allergy
Alerfix M Tablet 15'S,Allergies,Good for Allergic skin
ALERFRI AF Drops 15ml,Allergies,Itching can be soothen
Alergin Tablet 10'S,Allergies,relief from itching
Alergin L Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Alergin LX Syrup 30ml,Allergies,skin care for allergy
Alergin NF Syrup 30ml,Allergies,improve the appearance of fine lines
Alergo 120mg Tablet 10'S,Allergies,relief from allergy
Alerid 10mg Tablet 10'SAlerid Syrup 30mlAlerid Syrup 60ml,Allergies,releief from all type of allergies
Alerid D Tablet 10'S,Allergies,relief from allergy
Aleriz Tablet 500'S,Allergies,soothens allergies and good for all types of skin
Alermed 180mg Tablet 10'SAlermed Tablet 10'S,Allergies,skin care for allergy
Alernex 120mg Tablet 10'S,Allergies,Good for Allergic skin
Alert 180mg Tablet 10'SAlert 120mg Tablet 10'S,Allergies,Itching can be soothen
Alert L 5mg Tablet 10'S,Allergies,relief from itching
ALERTAC 10mg Tablet 10's,Allergies,soothens allergies and good for all types of skin
Alertriz 5mg Tablet 10'S,Allergies,skin care for allergy
Alervo M Tablet 10'S,Allergies,improve the appearance of fine lines
Alexo 120mg Tablet 10'S,Allergies,relief from allergy
Alexo M 10/120mg Tablet 10'S,Allergies,releief from all type of allergies
ALGO 10mg Tablet 10's,Allergies,relief from allergy
Algrot 120mg Tablet 10'SAlgrot 30mg Suspension 60ml,Allergies,soothens allergies and good for all types of skin
Alides 5mg Tablet 10'S,Allergies,skin care for allergy
ALL 3 5mg Tablet 10'S,Allergies,Good for Allergic skin
ALLEFAST 120mg Tablet 10'sALLEFAST 180mg Tablet 10's,Allergies,Itching can be soothen
Allegix 120mg Tablet 6'SAllegix 180mg Tablet 6'S,Allergies,relief from itching
Allegra 30mg Tablet 10'SAllegra Suspension 100ml,Allergies,soothens allergies and good for all types of skin
Allegra 60mg Tablet 10'SAllegra 120mg Tablet 10'SALLEGRA Syrup 60mlAllegra 180mg Tablet 10'S,Allergies,skin care for allergy
Allegra M Tablet 10'S,Allergies,improve the appearance of fine lines
Allelin 10mg Tablet 10'S,Allergies,relief from allergy
Allercet Pedtabs Tablet 10'SAllercet L Tablet 10'SAllercet 5mg Tablet 10'SAllercet 10mg Tablet 10'S,Allergies,releief from all type of allergies
Allercet M Tablet 10'S,Allergies,relief from allergy
Allercet M Kid Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Allercrom Eye Drops 10ml,Allergies,skin care for allergy
Allercrom Forte Eye Drops 5ml,Allergies,Good for Allergic skin
Allerde 5mg Tablet 10'S,Allergies,Itching can be soothen
Allerde M Tablet 10'S,Allergies,relief from itching
Allerdest M Tablet 10'SAllerdest 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Allerfex 120mg Tablet 10'SAllerfex 180mg Tablet 10'S,Allergies,skin care for allergy
Allerfex M Tablet 10'S,Allergies,improve the appearance of fine lines
Allergin 10mg Tablet 10'S,Allergies,relief from allergy
Allerhin L Syrup 60ml,Allergies,releief from all type of allergies
Allerkast 10/5mg Syrup 30mlAllerkast 10/5mg Tablet 10'S,Allergies,relief from allergy
Allerkast LC 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Allerknot L Tablet 10's,Allergies,skin care for allergy
Allermax Tablet 10'S,Allergies,Good for Allergic skin
Allermax Plus Tablet 10'S,Allergies,Itching can be soothen
Allerone 5mg Tablet 10'S,Allergies,relief from itching
Allerzine 10mg Tablet 10'SAllerzine 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Allerzine L 5mg Tablet 10'S,Allergies,skin care for allergy
Allrite 5mg Tablet 10'SAllrite Capsule 10'S,Allergies,improve the appearance of fine lines
ALLRITE M Tablet 10'S,Allergies,relief from allergy
Allset Tablet 10'S,Allergies,releief from all type of allergies
Alocet Syrup 60mlAlocet 5mg Tablet 10'S,Allergies,relief from allergy
Alocet M Tablet 10'SAlocet M Suspension 60ml,Allergies,soothens allergies and good for all types of skin
Alocet XL Tablet 10'S,Allergies,skin care for allergy
Alovent 5mg Tablet 10'S,Allergies,Good for Allergic skin
Alsium Tablet 15'S,Allergies,Itching can be soothen
ALT FM 10/120mg Tablet 10'S,Allergies,relief from itching
Altiva 120mg Tablet 10'SAltiva 30mg Tablet 10'SAltiva 180mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Alvizine M Tablet 10'S,Allergies,skin care for allergy
Alzene 5mg Tablet 10'S,Allergies,improve the appearance of fine lines
Alzero 5mg Tablet 10'S,Allergies,relief from allergy
Alzero D Tablet 10'S,Allergies,releief from all type of allergies
Alzero M Syrup 60mlAlzero M 4/2.5mg Tablet 10'S,Allergies,relief from allergy
Alzine Syrup 60ml,Allergies,Acne which often refer as pimples or spots
Amicet Tablet 10'S,Allergies,Good for Allergic skin
Ancer LM Syrup 60mlAncer LM Tablet 10'S,Allergies,Itching can be soothen
Angelskin AC Lotion 100ml,Allergies,relief from itching
Anticet 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
ARGELLA Tablet 10's,Allergies,skin care for allergy
ARGELLA M Tablet 10's,Allergies,improve the appearance of fine lines
Arokast Fx Tablet 10's,Allergies,relief from allergy
Ascoril Flu Drops 15ml,Allergies,releief from all type of allergies
Asthamon L Tablet 10'S,Allergies,relief from allergy
Avercet M Tablet 10's,Allergies,soothens allergies and good for all types of skin
AVERZINE 25mg Tablet 15's,Allergies,skin care for allergy
Avil 22.5mg Injection 10X2mlAvil 25mg Tablet 15'SAvil 25mg Injection 2mlAvil 25mg Expectorant 100mlAvil Injection 10X2mlAvil 22.7mg Injection 10mlAvil 50mg Tablet 15'S,Allergies,Good for Allergic skin
Avil NU Tablet 10'S,Allergies,Itching can be soothen
Avinorm Tablet 10'S,Allergies,relief from itching
Awayke 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Axaria 25mg Tablet 10'SAxaria 10mg Tablet 10'S,Allergies,skin care for allergy
Azfex M Tablet 10'S,Allergies,improve the appearance of fine lines
BELTAS 20mg Tablet 10's,Allergies,relief from allergy
Benadryl Cough Formula Syrup 450ml,Allergies,releief from all type of allergies
Benelix Syrup 60ml,Allergies,relief from allergy
Bepomac 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Bepozal Tablet 10's,Allergies,skin care for allergy
Betawin LC 5mg Tablet 10'S,Allergies,Good for Allergic skin
Betni 4mg Injection 1ml,Allergies,Itching can be soothen
Betonix 10mg Tablet 10'S,Allergies,relief from itching
BILAGRA 20mg Tablet 10's,Allergies,soothens allergies and good for all types of skin
BILANAIR 20mg Tablet 10's,Allergies,skin care for allergy
BILANIX Tablet 10's,Allergies,improve the appearance of fine lines
BILANTA 20mg Tablet 10's,Allergies,relief from allergy
BILASTERO 20mg Tablet 10's,Allergies,releief from all type of allergies
BILASURE 20mg Tablet 10's,Allergies,relief from allergy
BILAZAP 20mg Tablet 10's,Allergies,Acne which often refer as pimples or spots
BILAZEST 20mg Tablet 10's,Allergies,Good for Allergic skin
BILAZO Tablet 10's,Allergies,Itching can be soothen
BILLARGIC 20mg Tablet 10's,Allergies,relief from itching
Borox M 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Breathezy L Tablet 10'S,Allergies,skin care for allergy
Breaze L Tablet 10'S,Allergies,improve the appearance of fine lines
Breaze L Kid Tablet 10'S,Allergies,relief from allergy
Briocold 4/2.5mg Suspension 30ml,Allergies,releief from all type of allergies
Bronkolast L 4/2.5mg Tablet 10'S,Allergies,relief from allergy
Brunda M 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin
Byellergy 10mg Tablet 10'S,Allergies,skin care for allergy
BYLOZA 20mg Tablet 10's,Allergies,Good for Allergic skin
Cadistin 4mg Tablet 1000'S,Allergies,Itching can be soothen
Calagy Lotion 100ml,Allergies,relief from itching
Calciluvin Syrup 100ml,Allergies,soothens allergies and good for all types of skin
Centiluk 10/5mg Tablet 10'SCentiluk 4/2.5mg Syrup 60ml,Allergies,skin care for allergy
CEPIAM TR 8mg Capsule 10's,Allergies,improve the appearance of fine lines
Ceriz Syrup 60ml,Allergies,relief from allergy
Ceriz L Mont 10/5mg Tablet 10'S,Allergies,releief from all type of allergies
Cerzin L Syrup 30mlCerzin L 5mg Tablet 10'S,Allergies,relief from allergy
Cetcip 10mg Tablet 10'SCetcip Syrup 30ml,Allergies,soothens allergies and good for all types of skin
Cetcip Cold Tablet 10'S,Allergies,skin care for allergy
Cetcip L 5mg Tablet 10'S,Allergies,Good for Allergic skin
Cetemed Tablet 10'S,Allergies,Itching can be soothen
Ceteze Syrup 30ml,Allergies,relief from itching
Cetfast 10mg Tablet 10'SCetfast Syrup 30ml,Allergies,soothens allergies and good for all types of skin
Cetfast M Oral Suspension 60ml,Allergies,skin care for allergy
Cetgel Capsule 10'S,Allergies,improve the appearance of fine lines
Ceticad 5mg Suspension 30mlCeticad 10mg Tablet 10'SCeticad 1mg Syrup 60ml,Allergies,relief from allergy
Cetimax 10mg Tablet 10'S,Allergies,releief from all type of allergies
